ELCODE_BCD,sp_code_calc
PDSAX0E0X0,heucpube
PDSAX0E140,heucvill
PDSAX0E142,heucvillvill
PDSAX0N030,mitediph
PDSAX0P010,parnasar
PDSAX0P050,parnglau
PDSAX0P060,parngran
PDSAX0U090,micrcare
PDSAX0U0A0,micrcaro
PDSAX0U0Z0,saximich
PDSAX0U100,saximicr
PDSAX0U1D0,saxipens
PDSAX0U1X0,saxivirg
PDSAX0X050,sullsull
PDSAX10010,tiarcord
PDSAX10013,tiarcordcord
PDSAX10014,tiarcordaust
PDSAX10015,tiarcordcoll
PDSCR01090,agalfasc
PDSCR010G0,agallini
PDSCR010H0,agalmari
PDSCR010H1,agalmarigran
PDSCR010H2,agalmarimari
PDSCR010L0,agalobtu
PDSCR010N0,agalpaup
PDSCR010N2,agalpauppaup
PDSCR010R0,agalpurp
PDSCR010S0,agalseta
PDSCR010X0,agaltenu
PDSCR010X6,agaltenutenu
PDSCR010Y0,agalvirg
PDSCR01130,agalauri
PDSCR04070,antimaju
PDSCR05010,aureflav
PDSCR05011,aureflavflav
PDSCR05012,aureflavmacr
PDSCR05030,aurelaev
PDSCR05050,aurepect
PDSCR05060,aurepedi
PDSCR05062,aurepediaust
PDSCR05063,aurepediinte
PDSCR05064,aurepedipedi
PDSCR05070,aurevirg
PDSCR06010,bacocaro
PDSCR06050,bacoinno
PDSCR06060,bacomonn
PDSCR06070,bacorepe
PDSCR06080,bacorotu
PDSCR0B010,buchamer
PDSCR0D0J0,castcocc
PDSCR0E010,chaeminu
PDSCR0F010,chelcuth
PDSCR0F020,chelglab
PDSCR0F030,chellyon
PDSCR0F040,chelobli
PDSCR0H0J0,collvern
PDSCR0K010,cymbmura
PDSCR0L010,dasimacr
PDSCR0M020,digilana
PDSCR0R010,grataure
PDSCR0R070,gratnegl
PDSCR0R080,gratpilo
PDSCR0R090,gratramo
PDSCR0R0B0,gratvirg
PDSCR0R0B1,gratvirgaest
PDSCR0R0B2,gratvirgvirg
PDSCR0R0C0,gratvisc
PDSCR0U010,kickelat
PDSCR0Y010,leucmult
PDSCR10030,limoaust
PDSCR110E0,linavulg
PDSCR110F0,linadalm
PDSCR110F2,linadalmmace
PDSCR12040,linddubi
PDSCR12041,linddubianag
PDSCR12043,linddubiinun
PDSCR12045,linddubidubi
PDSCR15020,mazupumi
PDSCR15040,mazumiqu
PDSCR16010,mecaacum
PDSCR16011,mecaacumacum
PDSCR17010,melaline
PDSCR17012,melalinelati
PDSCR17013,melalineline
PDSCR17014,melalinepect
PDSCR19020,micrmicr
PDSCR19030,micrumbr
PDSCR1B020,mimualat
PDSCR1B1X0,mimumosc
PDSCR1B1X3,mimumoscmosc
PDSCR1B2F0,mimuring
PDSCR1B2F6,mimuringring
PDSCR1C010,misooron
PDSCR1K050,pedicana
PDSCR1K0M0,pedilanc
PDSCR1L0L0,pensaust
PDSCR1L120,penscaly
PDSCR1L140,penscane
PDSCR1L1Z0,pensdigi
PDSCR1L330,penshirs
PDSCR1L3F0,penslaev
PDSCR1L4J0,penspall
PDSCR1Q010,schwamer
PDSCR1S050,scrolanc
PDSCR1S070,scromari
PDSCR1T010,seymcass
PDSCR1Z010,verbblat
PDSCR1Z020,verblych
PDSCR1Z040,verbphlo
PDSCR1Z080,verbthap
PDSCR20010,veroagre
PDSCR20030,veroamer
PDSCR20040,veroanag
PDSCR20050,veroarve
PDSCR200A0,verocham
PDSCR200E0,verodill
PDSCR200K0,verohede
PDSCR200N0,verooffi
PDSCR200Q0,veropere
PDSCR200Q1,veroperepere
PDSCR200Q2,veroperexala
PDSCR200R0,veropers
PDSCR200T0,veropoli
PDSCR200U0,veroscut
PDSCR200V0,veroserp
PDSCR21010,verovirg
PDSCR2P010,nuttcana
PDSCR2P030,nutttexa
PDSCR2Q010,paultome
PDSIM01010,ailaalti
PDSOL09030,datuinox
PDSOL09060,datustra
PDSOL0G020,lycibarb
PDSOL0G070,lycichin
PDSOL0H010,lycoescu
PDSOL0L010,nicaphys
PDSOL0R030,petuaxil
PDSOL0S030,physangu
PDSOL0S031,physanguangu
PDSOL0S0E0,physhete2
PDSOL0S0E3,physhetehete
PDSOL0S0K0,physphil
PDSOL0S0K1,physphilimma
PDSOL0S0L0,physpube
PDSOL0S0L2,physpubeinte
PDSOL0S0L4,physpubepube
PDSOL0S0S0,physvirg2
PDSOL0S0S7,physvirgvirg2
PDSOL0S100,physlong
PDSOL0S101,physlonglong
PDSOL0S102,physlongsubg
PDSOL0S500,physwalt
PDSOL0U010,salporig
PDSOL0Z010,solaamer
PDSOL0Z090,solacaro
PDSOL0Z0M0,soladulc
PDSOL0Z0M1,soladulcdulc
PDSOL0Z1X0,solasarr
PDSOL0Z2C0,solarost
PDSOL0Z410,solaptyc
PDSOL1A010,petuparv
PDSPN03040,cardhali
PDSPN08010,koelpani
PDSPT0G010,sidelyci
PDSTA01020,staptrif
PDSTE02010,firmsimp
PDSTE07010,melocorc
PDSTY01030,haletetr
PDSTY01032,haletetrtetr
PDSTY02010,styramer
PDSTY02011,styrameramer
PDSTY02020,styrgran
PDSYM01040,symptinc
PDTAM01060,tamagall
PDTAM01070,tamaparv
PDTHC04010,gordlasi
PDTHC06010,stewmala
PDTHC06020,stewovat
PDTHY03020,dircpalu
PDTIL02010,tiliamer
PDTIL02011,tiliameramer
PDTIL02015,tiliamercaro
PDTIL02016,tiliamerhete
PDTRA01010,trapnata
PDULM01020,celtlaev
PDULM01026,celtlaevlaev
PDULM01040,celtocci
PDULM01070,celttenu
PDULM04010,ulmualat
PDULM04020,ulmuamer
PDULM04060,ulmuparv
PDULM04070,ulmuproc
PDULM04080,ulmupumi
PDULM04090,ulmurubr
PDULM040B0,ulmuthom
PDURT01010,boehcyli
PDURT04020,lapocana
PDURT06060,paripens
PDURT06062,paripenspens
PDURT07010,pilefont
PDURT070D0,pilepumi
PDURT070D2,pilepumipumi
PDURT0D020,urtidioi
PDURT0D021,urtidioidioi
PDURT0D022,urtidioigrac
PDURT0D040,urtiuren
PDVAL030A0,valepauc
PDVAL04030,valechen
PDVAL04060,valelocu
PDVAL040B0,valeradi
PDVAL040E0,valeumbi
PDVER05010,callamer
PDVER05030,calldich
PDVER0A020,glancana
PDVER0G010,phrylept
PDVER0H020,phyllanc
PDVER0H030,phylnodi
PDVER0L010,stylcarn
PDVER0N020,verbbona
PDVER0N030,verbbrac
PDVER0N040,verbbras
PDVER0N0E0,verbhast
PDVER0N0M0,verboffi
PDVER0N0R0,verbrigi
PDVER0N0S0,verbripa
PDVER0N0V0,verbscab
PDVER0N0W0,verbsimp
PDVER0N0Z0,verburti
PDVER0N0Z2,verburtileio
PDVER0N0Z5,verburtiurti
PDVER0N130,verbxblan
PDVER0N150,verbxenge
PDVER0P010,viteagnu
PDVIO02020,hybaconc
PDVIO04020,violaffi
PDVIO04040,violarve
PDVIO04080,violbrit
PDVIO04081,violbritbrit
PDVIO04082,violbritpect
PDVIO040A0,violcana
PDVIO040A1,violcanacana
PDVIO040K0,violedul
PDVIO040R0,violhast
PDVIO040T0,violhirs
PDVIO040X0,viollabr
PDVIO040Y0,viollanc
PDVIO040Y3,viollancvitt
PDVIO040Y4,viollanclanc
PDVIO04140,violmacl
PDVIO04142,violpall
PDVIO041B0,violcucu
PDVIO041D0,violodor
PDVIO044U0,violpalm
PDVIO041F1,violpalmdila
PDVIO041F2,violpalmtril
PDVIO041F3,violpalmpalm
PDVIO041H0,violpeda1
PDVIO041J0,violpeda2
PDVIO041P0,violprim
PDVIO041R0,violpube
PDVIO041R2,violpubeleio
PDVIO041R3,violpubepube
PDVIO041X0,violrost
PDVIO041Y0,violrotu
PDVIO041Z0,violsagi
PDVIO041Z1,violfimb
PDVIO04220,violsept1
PDVIO04230,violsept2
PDVIO04250,violsoro
PDVIO04270,violstri
PDVIO042A0,violtric
PDVIO042D2,violglab
PDVIO042H0,violvill
PDVIO042K0,violwalt
PDVIO042N0,violxbrau
PDVIO042U0,violblan
PDVIO042U1,violblanblan
PDVIO042U2,violinco
PDVIO04320,violbico
PDVIO043V0,violxport
PDVIO04550,violsp1
PDVIS02140,phorleuc
PDVIT01010,ampearbo
PDVIT01020,ampebrev
PDVIT01030,ampecord
PDVIT03030,partquin
PDVIT03032,partquinquin
PDVIT03050,partvita
PDVIT04020,vitiaest
PDVIT04022,vitiaestaest
PDVIT04024,vitiaestbico
PDVIT04080,viticine
PDVIT04081,viticinebail
PDVIT04082,viticinecine
PDVIT04083,viticineflor
PDVIT040B0,vitilabr
PDVIT040F0,vitipalm
PDVIT040G0,vitiripa
PDVIT040H0,vitirotu
PDVIT040J0,vitirupe
PDVIT040P0,vitivini
PDVIT040Q0,vitivulp
PDZYG06020,tribterr
PGCUP03030,chamthyo
PGCUP05030,junicomm
PGCUP05031,junicommdepr
PGCUP050E0,junivirg
PGCUP050E2,junivirgsili
PGCUP050E3,junivirgvirg
PGCUP06010,thujocci
PGGIN01010,ginkbilo
PGPIN01020,abiebals
PGPIN010A0,abiexphan
PGPIN02010,larideci
PGPIN03010,piceabie
PGPIN03050,picemari
PGPIN03070,picerube
PGPIN040B0,pinuechi
PGPIN040R0,pinupalu
PGPIN040T0,pinupung
PGPIN040Y0,pinurigi
PGPIN04100,pinusero
PGPIN04120,pinustro
PGPIN04140,pinutaed
PGPIN04160,pinuvirg
PGPIN04240,pinuthun
PGPIN06010,tsugcana
PGPIN06020,tsugcaro
PGTXA01020,taxucana
PGTXO04010,taxoasce
PGTXO04020,taxodist
PMACO01010,acoramer
PMACO01020,acorcala
PMAGA07050,agavvirg
PMAGA0B010,yuccaloi
PMAGA0B0E0,yuccflac
PMAGA0B190,yuccfila
PMALI01010,alisgram
PMALI01040,alissubc
PMALI02010,echicord
PMALI02040,helatene
PMALI04020,sagiaust
PMALI04030,sagibrev
PMALI04040,sagicaly
PMALI04041,sagicalycaly
PMALI04042,sagispat
PMALI04070,sagienge
PMALI040A0,sagigram
PMALI040A2,sagigramgram
PMALI040A4,sagigramweat
PMALI040G0,sagilanc
PMALI040H0,sagilati
PMALI040H1,sagilatilati
PMALI040H3,sagilatipube
PMALI040M0,sagiplat
PMALI040N0,sagirigi
PMALI040S0,sagisubu2
PMARA04020,arisdrac
PMARA04040,aristrip
PMARA04041,aristrippusi
PMARA04042,arisstew
PMARA04044,aristriptrip
PMARA0D010,oronaqua
PMARA0E010,peltvirg
PMARA0E020,peltsagi
PMARA0J010,sympfoet
PMBRO090H0,tillusne
PMBUR02010,burmbifl
PMCAN01030,cannflac
PMCAN01060,cannindi
PMCOM01060,cuthgram
PMCOM01090,cuthrose
PMCOM03020,commcomm
PMCOM03021,commcommcomm
PMCOM03022,commcommlude
PMCOM03040,commdiff
PMCOM03050,commerec
PMCOM03051,commerecangu
PMCOM03053,commerecerec
PMCOM03070,commvirg
PMCOM07010,murdkeis
PMCOM07020,murdnudi
PMCOM0B0G0,tradohie
PMCOM0B0N0,tradsuba
PMCOM0B0N1,tradsubamont
PMCOM0B0Q0,tradvirg
PMCYM02010,cymofili
PMCYP02020,bulbcapi
PMCYP02022,bulbcapicapi
PMCYP02030,bulbcili
PMCYP02032,bulbcoar
PMCYP02033,bulbcilicili
PMCYP03030,careabsc
PMCYP03090,careaest1
PMCYP030A0,careaggr
PMCYP030C0,carealat
PMCYP030E0,carealbo
PMCYP030G0,carealbu
PMCYP030L0,careamph
PMCYP030S0,careanne
PMCYP030V0,careaqua
PMCYP030Y0,carearct
PMCYP030Z0,carearen
PMCYP03110,careargy
PMCYP03160,careathe
PMCYP03180,careatla
PMCYP03181,careatlaatla
PMCYP03182,careatlacapi
PMCYP031G0,carebail
PMCYP031K0,carebarr
PMCYP031M0,carebebb
PMCYP031S0,carebilt
PMCYP031U0,careblan
PMCYP03220,carebrev
PMCYP03260,carebrom
PMCYP03263,carebrombrom
PMCYP03264,carebrommont
PMCYP03280,carebrun
PMCYP03284,carebrunspha
PMCYP03290,carebull
PMCYP032A0,carebush
PMCYP032B0,carebuxb
PMCYP032F0,carecane
PMCYP032F3,carecanedisj
PMCYP032J0,carecare1
PMCYP032K0,carecaro
PMCYP032L0,carecary
PMCYP032Q0,careceph
PMCYP032R0,carechap
PMCYP032S0,carecher
PMCYP032W0,carecoll
PMCYP032X0,carecomm
PMCYP032Y0,carecomo
PMCYP032Z0,carecomp
PMCYP03330,careconj
PMCYP03340,carecono
PMCYP03360,carecraw
PMCYP03380,carecreb
PMCYP03390,carecrin
PMCYP03391,carecrinbrev
PMCYP03392,carecrincrin
PMCYP033A0,carecris
PMCYP033B0,carecrus
PMCYP033G0,caredavi
PMCYP033J0,caredebi
PMCYP033J1,caredebidebi
PMCYP033J3,caredebiinte1
PMCYP033J4,caredebipube
PMCYP033J5,caredebirudg
PMCYP033J6,caredebiinte2
PMCYP033K0,caredeco
PMCYP033S0,caredigi
PMCYP033W0,caredivi
PMCYP03420,careebur
PMCYP03430,careechi
PMCYP03431,careechiechi
PMCYP034B0,careemor
PMCYP034J0,careexte
PMCYP034L0,carefest
PMCYP034S1,careflac
PMCYP034S2,careglau1
PMCYP034T0,careflav
PMCYP034U0,careflor
PMCYP034X0,carefoll
PMCYP03500,carefran
PMCYP03550,caregiga
PMCYP03590,careglau2
PMCYP035C0,caregrac1
PMCYP035E0,caregrac2
PMCYP035F0,caregran
PMCYP035G0,caregrav
PMCYP035G1,caregravgrav
PMCYP035G2,caregravlune
PMCYP035H0,caregray
PMCYP035J0,caregyna
PMCYP035Z0,carehirs
PMCYP03600,carehirt1
PMCYP03610,carehirt2
PMCYP03630,carehitc
PMCYP03670,carehorm
PMCYP036C0,carehyal
PMCYP036D0,carehyst
PMCYP036K0,careinte
PMCYP036M0,careintu
PMCYP036M1,careintufern
PMCYP036M2,careintuintu
PMCYP036P0,carejame
PMCYP036S0,carejoor
PMCYP036V0,carekobo
PMCYP036W0,carelacu
PMCYP036Z0,carelaev
PMCYP03710,carepell
PMCYP03720,carelasi
PMCYP03721,carelasiamer
PMCYP03750,carelaxi1
PMCYP03751,carelaxicopu
PMCYP03752,carelaxilaxi1
PMCYP03760,carelaxi2
PMCYP03763,carelaxilaxi2
PMCYP03770,careleav
PMCYP037E0,carelept1
PMCYP037E1,careleptharp
PMCYP037E2,careleptlept
PMCYP037F0,carelept2
PMCYP037N0,carelonc
PMCYP037P0,carelong
PMCYP037Q0,careloui
PMCYP037R0,careluco
PMCYP037R1,careaust1
PMCYP037R2,carelucoluco
PMCYP037T0,carelupu1
PMCYP037U0,carelupu2
PMCYP037V0,careluri
PMCYP03870,caremead
PMCYP038F0,caremeso
PMCYP038R0,caremitc
PMCYP038T0,caremole
PMCYP039B0,carenigr
PMCYP039C0,carenorm
PMCYP039N0,careokla
PMCYP039P0,careolig
PMCYP039U0,careormo
PMCYP039W0,careoxyl
PMCYP039W3,careoxyloxyl
PMCYP03A00,carepall
PMCYP03AA0,carepedu
PMCYP03AA1,carepedupedu
PMCYP03AC0,carepens
PMCYP03AK0,carepict
PMCYP03AP0,careplan1
PMCYP03AR0,careplat
PMCYP03AW0,carepoly
PMCYP03AZ0,careprai
PMCYP03B10,carepras
PMCYP03B50,careproj
PMCYP03B90,carepurp
PMCYP03BB0,careradi
PMCYP03BG0,carereni
PMCYP03BH0,careretr
PMCYP03BM0,carerose
PMCYP03BT0,caretonsrugo
PMCYP03BV0,careruth
PMCYP03C30,carescab
PMCYP03C60,careschw
PMCYP03C90,carescop
PMCYP03CC0,careseor
PMCYP03CF0,careshor
PMCYP03CG0,caresili
PMCYP03CK0,caresoci
PMCYP03CM0,carespar
PMCYP03CU0,caresqua
PMCYP03CY0,carester
PMCYP03CZ0,carestip
PMCYP03CZ1,carestipmaxi
PMCYP03CZ2,carestipstip
PMCYP03D00,carestra
PMCYP055B0,carestri1
PMCYP03D30,carestri2
PMCYP03D40,carestyl
PMCYP03D70,caresube
PMCYP03DD0,careswan
PMCYP03DJ0,caretene
PMCYP03DN0,careteta
PMCYP03DS0,caretonstons
PMCYP03DU0,caretort
PMCYP03DW0,caretrib
PMCYP03DW1,caretribsang
PMCYP03DW2,caretribtrib
PMCYP03DY0,caretric
PMCYP03E00,caretris
PMCYP03E02,caretristris
PMCYP03E40,caretyph
PMCYP03E60,careumbe
PMCYP03EB0,carevenu
PMCYP03EB1,carevenumino
PMCYP03EB2,carevenuvenu
PMCYP03ED0,careverr
PMCYP03EE0,carevesi
PMCYP03EF0,carevest
PMCYP03EK0,carevire
PMCYP03EN0,carevulp
PMCYP03EN3,carevulpvulp
PMCYP03EQ0,carestri3
PMCYP03EQ1,carestribrev
PMCYP03EQ2,carestristri
PMCYP03ET0,carewill
PMCYP03EV0,carewood
PMCYP03EY0,caremanh
PMCYP03EZ0,careappa
PMCYP03F60,caretexe
PMCYP03FR0,carexsull
PMCYP03FS0,careaest2
PMCYP03FY0,caregris
PMCYP03GT0,carealbi
PMCYP03GT1,carealbialbi
PMCYP03GT2,carealbiaust
PMCYP03GT3,carealbiemmo
PMCYP03N50,caresp2
PMCYP03GX0,carespic
PMCYP03H30,caremueh
PMCYP03H32,caremuehener
PMCYP03H33,caremuehmueh
PMCYP03H90,careutri
PMCYP03HB0,carexabsc
PMCYP03K30,careaust2
PMCYP03K80,caretons
PMCYP03KL0,careplan2
PMCYP03KQ0,caresupe
PMCYP03KV0,carecumb
PMCYP03LU0,caresicc
PMCYP04050,cladmari1
PMCYP04060,cladmari2
PMCYP04061,cladjama
PMCYP05020,carefras
PMCYP06010,cypeacum
PMCYP06060,cypearis
PMCYP060E0,cypecomp
PMCYP060N0,cypedent
PMCYP060P0,cypedian
PMCYP060Q0,cypediff
PMCYP060X0,cypeodorenge
PMCYP060Z0,cypeeryt
PMCYP06100,cypeescu
PMCYP06101,cypeesculept
PMCYP06102,cypeescuescu
PMCYP06103,cypeescusati
PMCYP06130,cypefili
PMCYP06160,cypeflav1
PMCYP061B0,cypefusc
PMCYP061E0,cypegran
PMCYP061F0,cypegray
PMCYP061H0,cypehasp
PMCYP061L0,cypehoug
PMCYP061Q0,cypeiria
PMCYP061U0,cypelanc
PMCYP061Z0,cypelupu
PMCYP061Z1,cypelupulupu
PMCYP061Z2,cypelupumaci
PMCYP06590,cypeodor
PMCYP062R0,cypepluk
PMCYP062S0,cypepoly
PMCYP062S7,cypepolytexe
PMCYP062V0,cypepseu
PMCYP062Y0,cyperefr
PMCYP06300,cyperetr1
PMCYP06310,cyperetr2
PMCYP06340,cyperotu
PMCYP063D0,cypestri
PMCYP063P0,cypevire
PMCYP063U0,cypebipa
PMCYP064B0,cypesqua
PMCYP064C0,cypeechi
PMCYP064E0,cypeflav2
PMCYP064G0,cypehyst
PMCYP064H0,cypecroc
PMCYP08010,duliarun
PMCYP09010,eleoacic
PMCYP09011,eleoacicacic
PMCYP09030,eleoalbi
PMCYP09040,eleoatro
PMCYP09070,eleobald
PMCYP090K0,eleoelli
PMCYP090M0,eleoenge
PMCYP090N0,eleoequi
PMCYP090P0,eleoeryt
PMCYP090Q0,eleofall
PMCYP090S0,eleoflav
PMCYP090S3,eleoflavflav
PMCYP090V0,eleointe
PMCYP09100,eleomela
PMCYP09110,eleomicr
PMCYP09190,eleoobtu
PMCYP091A0,eleooliv
PMCYP091A1,eleoolivoliv
PMCYP091G0,eleoparv
PMCYP091J0,eleoquad
PMCYP091L0,eleoradi
PMCYP091N0,eleorobb
PMCYP091P0,eleorost
PMCYP091S0,eleotenu
PMCYP091S1,eleotenuverr
PMCYP091S3,eleotenupseu
PMCYP091S4,eleotenutenu
PMCYP091T0,eleotort
PMCYP091U0,eleotric
PMCYP091V0,eleotube
PMCYP091Y0,eleovivi
PMCYP091Z0,eleowolf
PMCYP09220,eleocompcomp
PMCYP092K0,eleobifi
PMCYP092M0,eleounig
PMCYP092N0,eleopalu
PMCYP0A0D0,eriovirg
PMCYP0B010,fimbannu
PMCYP0B030,fimbautu
PMCYP0B040,fimbcaro
PMCYP0B050,fimbcast
PMCYP0B0G0,fimbpube
PMCYP0B0G2,fimbpubepube
PMCYP0C010,fuirbrev
PMCYP0C040,fuirpumi
PMCYP0C070,fuirsqua
PMCYP0H010,cypeneot
PMCYP0H040,cypesubs
PMCYP0N010,rhynalba
PMCYP0N040,rhynbrev
PMCYP0N050,rhyncadu
PMCYP0N070,rhyncapi1
PMCYP0N080,rhyncapi2
PMCYP0N0A0,rhynceph
PMCYP0N0A3,rhyncephmicr
PMCYP0N0A4,rhyncephatte
PMCYP0N0A5,rhyncephceph
PMCYP0N0A6,rhyncephplei
PMCYP0N0B0,rhynchal
PMCYP0N0F0,rhyncorn
PMCYP0N0F3,rhyncorncorn
PMCYP0N0M0,rhyndebi
PMCYP0N0R0,rhynfasc
PMCYP0N0R1,rhyndist
PMCYP0N0R2,rhynfascfasc
PMCYP0N0T0,rhynfili
PMCYP0N0X0,rhynglom
PMCYP0N0Y0,rhyngrac
PMCYP0N0Z0,rhyngray
PMCYP0N110,rhynharv
PMCYP0N140,rhyninex
PMCYP0N170,rhyninun
PMCYP0N1D0,rhynmacr
PMCYP0N1D1,rhynmacrmacr
PMCYP0N1D2,rhynmacrcolp
PMCYP0N1J0,rhynmili
PMCYP0N1N0,rhynolig
PMCYP0N1P0,rhynpall
PMCYP0N1Q0,rhynperp
PMCYP0N1Z0,rhynrari
PMCYP0N280,rhynsten
PMCYP0N2C0,rhyntorr
PMCYP0N2F0,rhynwrig
PMCYP0N2H0,rhyncolo
PMCYP0N3A0,rhynscir
PMCYP0N3C0,rhynnite
PMCYP0N3N0,rhynglob
PMCYP0N3N1,rhynglobglob
PMCYP0Q011,schoacutacut
PMCYP0Q012,schoacut
PMCYP0Q020,schoamer
PMCYP0Q050,sciratro
PMCYP0Q0E0,bolbnova
PMCYP0Q0F0,scircype
PMCYP0Q0J0,scirdiva
PMCYP0Q0L0,schoetub
PMCYP0Q0M0,scirexpa
PMCYP0Q0P0,bolbfluv
PMCYP0Q0Q0,scirgeor
PMCYP0Q0S0,scirhatt
PMCYP0Q0W0,isolcari
PMCYP0Q0X0,scirline
PMCYP0Q0Y0,scirlong
PMCYP0Q0Z0,scirmari
PMCYP0Q160,scirpend
PMCYP0Q170,scirpoly
PMCYP0Q180,schopung
PMCYP0Q183,schopungpung
PMCYP0Q190,schopurs
PMCYP0Q1A0,schorobu
PMCYP0Q1F0,schosmit
PMCYP0Q1F3,schosmitlevi
PMCYP0Q1G0,schosubt
PMCYP0Q1H0,schotabe
PMCYP0Q1J0,schotorr
PMCYP0Q1L0,tricplan
PMCYP0Q1N0,scirolne
PMCYP0Q200,scirxcont
PMCYP0R040,sclecili
PMCYP0R041,sclecilicili
PMCYP0R0C0,sclemino
PMCYP0R0F0,scleolig
PMCYP0R0G0,sclepauc
PMCYP0R0G1,sclepauccaro
PMCYP0R0G3,sclepaucpauc
PMCYP0R0R0,scletrig
PMCYP0R0S0,sclevert
PMCYP0R0U0,sclemueh
PMCYP11010,kyllbrev
PMCYP11040,kyllpumi
PMCYP11090,kyllgrac
PMDIO010A0,diosquat
PMDIO010C0,diosvill
PMDIO010W0,diospoly
PMERI01020,eriocomp
PMERI01030,eriodeca
PMERI01031,eriodecadeca
PMERI01070,eriopark
PMERI010B0,erioaqua
PMERI02010,lachance
PMHAE01010,lachcaro
PMHYD02010,egerdens
PMHYD03030,elodcana
PMHYD03080,elodnutt
PMHYD05010,hydrvert2
PMHYD07010,limnspon
PMHYD0A010,vallamer
PMIRI02010,belachin
PMIRI07040,gladxgand
PMIRI09060,iriscris
PMIRI090S0,irispris
PMIRI090T0,irispseu
PMIRI09150,irisvern
PMIRI09151,irisvernsmal
PMIRI09152,irisvernvern
PMIRI09160,irisvers
PMIRI09170,irisvirg
PMIRI09172,irisvirgvirg
PMIRI09230,irisgerm
PMIRI0D020,sisyalbi
PMIRI0D030,sisyangu
PMIRI0D060,sisyatla
PMIRI0D0M0,sisyfusc
PMIRI0D110,sisymont
PMIRI0D111,sisymontcreb
PMIRI0D120,sisymucr
PMIRI0D150,sisyrosu
PMIRI0D1Q0,sisycapi
PMJCG02050,trigstri
PMJUN01020,juncabor
PMJUN01030,juncacum
PMJUN01090,juncarti
PMJUN010A0,juncbalt
PMJUN010A2,juncbaltlitt
PMJUN010D0,juncbrac1
PMJUN010E0,juncbrac2
PMJUN010G0,juncbrev
PMJUN010J0,juncbufo
PMJUN010J1,juncbufobufo
PMJUN010L0,junccana
PMJUN010U0,junccori
PMJUN010W0,juncdebi
PMJUN010X0,juncdich
PMJUN010Y0,juncdiff
PMJUN01110,junceffu
PMJUN0111B,junceffusolu
PMJUN0111J,junceffupyla
PMJUN01120,juncelli
PMJUN01121,juncellielli
PMJUN01180,juncgera
PMJUN01181,juncgeragera
PMJUN011C0,juncgymn
PMJUN011H0,juncinfl
PMJUN011J0,juncinte
PMJUN011J2,juncinteinte
PMJUN011N0,junclong
PMJUN011S0,juncmarg
PMJUN011S1,juncmargmarg
PMJUN011U0,juncmega
PMJUN01210,juncnodo
PMJUN01212,juncnodonodo
PMJUN01270,juncpelo
PMJUN012E0,juncrepe
PMJUN012F0,juncroem
PMJUN012J0,juncscir
PMJUN012K0,juncsecu
PMJUN012P0,juncsubc
PMJUN012P2,juncsubcsubc
PMJUN012S0,junctenu
PMJUN012S2,junctenutenu
PMJUN012V0,junctorr
PMJUN012X0,oreotrif
PMJUN01330,juncvali
PMJUN01332,juncvalivali
PMJUN01380,juncbifl
PMJUN01390,juncdudl
PMJUN02010,luzuacum
PMJUN02011,luzuacumacum
PMJUN02012,luzuacumcaro
PMJUN02040,luzubulb
PMJUN02050,luzucamp
PMJUN02080,luzuechi
PMJUN020F0,luzumult
PMLEM01020,lemnmino
PMLEM01040,lemnobsc
PMLEM01050,lemnperp
PMLEM01070,lemntris
PMLEM01080,lemnvald
PMLEM010B0,lemnaequ
PMLEM010F0,lemnminu
PMLEM02010,spirpoly
PMLEM02020,spirpunc
PMLEM03020,wolfbras
PMLEM03030,wolfcolu
PMLEM03060,wolfbore
PMLEM04010,wolfglad
PMLIL01010,aletaure
PMLIL01030,aletfari
PMLIL02030,alliampe
PMLIL02032,alliampeatro
PMLIL020C0,alliburd
PMLIL020F0,allicana
PMLIL020F7,allicanacana
PMLIL020J0,allicern
PMLIL021H0,allineap
PMLIL02220,allisati
PMLIL022E0,allitric
PMLIL022K0,allivine
PMLIL022K3,allivinevine
PMLIL022N0,allioxyp
PMLIL02300,allialle
PMLIL05010,amiamusc
PMLIL08030,aspaoffi
PMLIL0E050,camascil
PMLIL0F010,chamlute
PMLIL0H020,clinbore
PMLIL0H030,clinumbe
PMLIL0K010,convmaja
PMLIL0K030,convmaju
PMLIL0R020,proslanu
PMLIL0R030,prosmacu
PMLIL0U010,erytalbi
PMLIL0U020,erytamer
PMLIL0U021,erytameramer
PMLIL0U0J0,erytumbi
PMLIL0U0J2,erytumbiumbi
PMLIL11010,hemefulv
PMLIL11020,hemelili
PMLIL14020,hostplan
PMLIL14030,hostvent
PMLIL16010,hypohirs
PMLIL16040,hypowrig
PMLIL16050,hyposess
PMLIL16090,hypocurt
PMLIL17010,ipheunif
PMLIL19010,leucaest
PMLIL19011,leucaestaest
PMLIL1A030,lilicana
PMLIL1A031,lilicanacana
PMLIL1A032,lilicanaedit
PMLIL1A040,lilicate
PMLIL1A060,liligray
PMLIL1A0B0,lililanc
PMLIL1A0E0,lilimich
PMLIL1A0L0,liliphil
PMLIL1A0L2,liliphilphil
PMLIL1A0P0,lilisupe
PMLIL1A0Y0,lilixpseu
PMLIL1A100,lilipyro
PMLIL1D010,maiacana
PMLIL1D030,maiarace
PMLIL1D032,maiaracerace
PMLIL1D040,maiastel
PMLIL1E010,medevirg
PMLIL1F010,melalati
PMLIL1F020,melavirg
PMLIL1F040,melaparv
PMLIL1J030,muscbotr
